5,12,0,1,1077,611,4282,
5,12,0,1,1062,588,4283,
5,12,0,2,1068,614,3612,
5,12,0,2,1061,577,3536,
5,12,0,3,1067,573,4284,
5,12,0,3,1080,585,4295,
5,12,0,4,1066,577,4017,
5,12,0,4,1059,583,4024,
5,12,1,2,1067,852,3749,
5,12,1,2,1070,1062,4039,
5,12,1,3,1064,842,4543,
5,12,1,3,1080,945,4570,
5,12,1,4,1065,839,4323,
5,12,1,4,1123,906,4320,
5,12,2,3,1069,987,3786,
5,12,2,3,1103,877,3854,
5,12,2,4,1187,945,3532,
5,12,2,4,1090,971,3542,
5,12,3,4,1144,890,4365,
5,12,3,4,1059,892,4358,
7,9,0,1,1366,912,7237,
7,9,0,1,1363,950,7212,
7,9,0,2,1372,886,7401,
7,9,0,2,1401,858,7386,
7,9,0,3,1378,914,5840,
7,9,0,3,1375,851,5782,
7,9,0,4,1400,839,7347,
7,9,0,4,1381,867,7321,
7,9,0,5,1384,864,7185,
7,9,0,5,1368,863,7157,
7,9,0,6,1380,922,7035,
7,9,0,6,1361,1011,7117,
7,9,1,2,1393,1180,7608,
7,9,1,2,1367,1089,7544,
7,9,1,3,1365,1156,5973,
7,9,1,3,1451,1107,5914,
7,9,1,4,1440,1132,7538,
7,9,1,4,1379,1101,7533,
7,9,1,5,1382,1250,7404,
7,9,1,5,1383,1139,7356,
7,9,1,6,1391,1116,7198,
7,9,1,6,1371,1106,7208,
7,9,2,3,1377,992,6223,
7,9,2,3,1364,1057,6196,
7,9,2,4,1419,1016,7758,
7,9,2,4,1358,977,7713,
7,9,2,5,1373,1105,7546,
7,9,2,5,1365,1049,7488,
7,9,2,6,1375,973,7414,
7,9,2,6,1362,1031,7369,
7,9,3,4,1402,1046,6184,
7,9,3,4,1365,964,6181,
7,9,3,5,1389,1023,6060,
7,9,3,5,1378,1066,5948,
7,9,3,6,1375,1008,5805,
7,9,3,6,1369,978,5793,
7,9,4,5,1359,971,7555,
7,9,4,5,1377,1004,7555,
7,9,4,6,1386,1092,7381,
7,9,4,6,1401,995,7378,
7,9,5,6,1410,1085,7078,
7,9,5,6,1366,1129,7125,
11,5,0,1,1772,1119,14064,
11,5,0,1,1831,1253,14109,
11,5,0,2,1839,1097,15300,
11,5,0,2,1837,1093,15329,
11,5,0,3,1840,1064,13969,
5,12,0,1,1175,574,4312,
5,12,0,1,1061,590,4271,
5,12,0,2,1098,591,3485,
5,12,0,2,1093,709,3601,
5,12,0,3,1113,575,4310,
5,12,0,3,1083,632,4354,
5,12,0,4,1121,626,4069,
5,12,0,4,1058,579,4037,
5,12,1,2,1157,853,3756,
5,12,1,2,1075,851,3760,
5,12,1,3,1064,1095,4554,
5,12,1,3,1157,840,4540,
5,12,1,4,1078,845,4280,
5,12,1,4,1066,854,4311,
5,12,2,3,1057,903,3771,
5,12,2,3,1074,850,3766,
5,12,2,4,1082,973,3519,
5,12,2,4,1130,890,3705,
5,12,3,4,1147,945,4322,
5,12,3,4,1150,898,4328,
7,9,0,1,1364,1047,7167,
7,9,0,1,1371,938,7161,
7,9,0,2,1359,1088,7489,
7,9,0,2,1472,845,7354,
7,9,0,3,1413,882,5840,
7,9,0,3,1389,857,5802,
7,9,0,4,1355,931,7728,
7,9,0,4,1364,891,7393,
7,9,0,5,1414,918,7151,
7,9,0,5,1376,1087,7189,
7,9,0,6,1341,907,7014,
7,9,0,6,1379,943,7054,
7,9,1,2,1380,1157,7585,
7,9,1,2,1373,1087,7553,
7,9,1,3,1379,1104,5919,
7,9,1,3,1426,1104,5909,
7,9,1,4,1376,1169,7519,
7,9,1,4,1394,1138,7542,
7,9,1,5,1377,1188,7373,
7,9,1,5,1356,1290,7349,
7,9,1,6,1394,1225,7190,
7,9,1,6,1378,1200,7201,
7,9,2,3,1375,1046,6257,
7,9,2,3,1369,981,6156,
7,9,2,4,1389,1099,7800,
7,9,2,4,1480,1058,7809,
7,9,2,5,1395,1048,7552,
7,9,2,5,1377,994,7497,
7,9,2,6,1386,1016,7369,
7,9,2,6,1368,1098,7369,
7,9,3,4,1434,967,6169,
7,9,3,4,1375,1067,6303,
7,9,3,5,1394,1022,5927,
7,9,3,5,1515,982,5955,
7,9,3,6,1357,1055,5850,
7,9,3,6,1418,980,5814,
7,9,4,5,1353,1030,7812,
7,9,4,5,1367,1032,7558,
7,9,4,6,1366,1080,7411,
7,9,4,6,1393,1033,7420,
7,9,5,6,1364,1299,7220,
7,9,5,6,1406,1337,7184,
11,5,0,1,1666,1112,14086,
11,5,0,1,1707,1057,14030,
11,5,0,2,1848,1370,15256,
11,5,0,1,1794,1070,14055,
11,5,0,2,1821,1346,15318,
11,5,0,3,1825,1145,14134,
11,5,0,4,1689,1136,14149,
11,5,0,5,1727,1146,11645,
11,5,0,6,1705,1157,14248,
11,5,0,7,1806,1171,13910,
11,5,0,8,1787,1065,15303,
11,5,0,9,1808,1109,14132,
11,5,0,10,1771,1074,13777,
11,5,1,2,1707,1570,15572,
11,5,1,3,1814,1489,14312,
11,5,1,4,1777,1561,14618,
11,5,1,5,1805,1643,11858,
11,5,1,6,1825,1525,14550,
11,5,1,7,1766,1511,14417,
11,5,1,8,1809,1698,15484,
11,5,1,9,1881,1514,14418,
11,5,1,10,1772,1497,14577,
13,4,0,1,1846,1414,18513,
11,5,2,3,1818,1598,16103,
13,4,0,2,1892,1259,19165,
11,5,2,4,1766,1484,15904,
13,4,0,3,1839,1268,20020,
11,5,2,5,1756,1486,12997,
13,4,0,4,1839,1345,18642,
11,5,2,6,1847,1711,15883,
13,4,0,5,1838,1337,19415,
11,5,2,7,1780,1564,15241,
13,4,0,6,1886,1267,15589,
11,5,2,8,1773,1440,16660,
13,4,0,7,1818,1291,18990,
11,5,2,9,1815,1690,15716,
13,4,0,8,1888,1366,18810,
11,5,2,10,1820,1484,15200,
11,5,3,4,1834,1493,14519,
13,4,0,9,1832,1208,20086,
11,5,3,5,2172,1520,11668,
13,4,0,10,2182,1370,18951,
11,5,3,6,1826,1329,14970,
13,4,0,11,1802,1310,18674,
11,5,3,7,1773,1355,15128,
13,4,0,12,1974,1272,17985,
11,5,3,8,1768,1613,15701,
13,4,1,2,1851,1606,19991,
13,4,1,3,1888,1746,20077,
13,4,1,4,1825,1699,18450,
13,4,1,5,1829,1670,18762,
13,4,1,6,1861,1589,15600,
13,4,1,7,1818,1757,18719,
13,4,1,8,1849,1764,18646,
13,4,1,9,1785,1592,20310,
13,4,1,10,1834,1620,19566,
13,4,1,11,1797,1561,18869,
13,4,1,12,1903,1600,18397,
13,4,2,3,1818,1601,20679,
13,4,2,4,1833,1590,18911,
13,4,2,5,1828,1727,19356,
13,4,2,6,1799,1606,16239,
13,4,2,7,1840,1674,19498,
13,4,2,8,1854,1747,18888,
13,4,2,9,1807,1617,20786,
13,4,2,10,1810,1577,20119,
13,4,2,11,1829,1649,19578,
13,4,2,12,1803,1757,18974,
13,4,3,4,1786,1723,19407,
13,4,3,5,1907,1589,20025,
13,4,3,6,1871,1630,16830,
13,4,3,7,1815,1845,20133,
13,4,3,8,1768,1677,19467,
13,4,3,9,1910,1711,21337,
13,4,3,10,1853,1679,20772,
13,4,3,11,1804,1628,20001,
13,4,3,12,1821,1655,19615,
13,4,4,5,1855,1527,18444,
13,4,4,6,1832,1535,15059,
13,4,4,7,1801,1458,18147,
13,4,4,8,1831,1495,17652,
13,4,4,9,1811,1520,19826,
13,4,4,10,1851,1512,18736,
13,4,4,11,1829,1602,18575,
13,4,4,12,1866,1563,17947,
13,4,5,6,1776,1438,16027,
13,4,5,7,1852,1428,18684,
13,4,5,8,1846,1420,18193,
13,4,5,9,1838,1360,19988,
13,4,5,10,1849,1371,19433,
13,4,5,11,1777,1482,18879,
13,4,5,12,1859,1373,18458,
13,4,6,7,1828,1381,15554,
13,4,6,8,1855,1449,15079,
13,4,6,9,1787,1388,16796,
13,4,6,10,1815,1504,16258,
13,4,6,11,1762,1364,15671,
13,4,6,12,1851,1502,15253,
13,4,7,8,1858,1331,18453,
13,4,7,9,1826,1494,20081,
13,4,7,10,1851,1434,19405,
13,4,7,11,1822,1463,18775,
13,4,7,12,1848,1417,18274,
13,4,8,9,1789,1478,19359,
13,4,8,10,1787,1617,18993,
13,4,8,11,1839,1535,18451,
13,4,8,12,1896,1607,18097,
13,4,9,10,1848,1676,20746,
13,4,9,11,1795,1590,20150,
13,4,9,12,1853,1561,19613,
13,4,10,11,1865,1566,19444,
13,4,10,12,1848,1557,18935,
13,4,11,12,1841,1844,18449,
11,5,0,1,1824,1289,14517,
11,5,0,2,1711,1102,15256,
11,5,0,3,1726,1173,13998,
11,5,0,4,1790,1133,14255,
11,5,0,5,1794,1189,11582,
11,5,0,6,1799,1074,14187,
11,5,0,7,1775,1238,13938,
11,5,0,8,1809,1208,15355,
11,5,0,9,1789,1139,14174,
11,5,0,10,1675,1301,13934,
11,5,1,2,1755,1459,15532,
11,5,1,3,1829,1577,14367,
11,5,1,4,1849,1483,14443,
11,5,1,5,1758,1538,11891,
11,5,1,6,1787,1605,14563,
11,5,1,7,1834,1497,14460,
11,5,1,8,1792,1459,15652,
11,5,1,9,1813,1633,14578,
11,5,1,10,1772,1545,14210,
11,5,2,3,1763,1531,15353,
11,5,2,4,1807,1597,15660,
11,5,2,5,1799,1650,13012,
11,5,2,6,1801,1452,15765,
11,5,2,7,1822,1489,15323,
11,5,2,8,1828,1581,16896,
11,5,2,9,1801,1529,15636,
11,5,2,10,1798,1530,15379,
11,5,3,4,1807,1790,14590,
11,5,3,5,1817,1687,11776,
11,5,3,6,1818,1451,14403,
11,5,3,7,1831,1373,14378,
11,5,3,8,1833,1347,15348,
11,5,3,9,1813,1415,14492,
11,5,3,10,1785,1459,13952,
11,5,4,5,1834,1241,11919,
11,5,4,6,1790,1368,14584,
11,5,4,7,1722,1330,14463,
11,5,4,8,1806,1246,15664,
11,5,4,9,1799,1308,14493,
11,5,4,10,1785,1379,14693,
11,5,5,6,1836,1287,12083,
11,5,5,7,1795,1330,11833,
11,5,5,8,1833,1280,13020,
11,5,5,9,1743,1285,12232,
11,5,5,10,1834,1585,11635,
11,5,6,7,1694,1221,14495,
11,5,6,8,1803,1298,15649,
11,5,6,9,1806,1226,14533,
11,5,6,10,1833,1230,14247,
11,5,7,8,1833,1427,15380,
11,5,7,9,1816,1335,14341,
11,5,7,10,1769,1413,14073,
11,5,8,9,1818,1637,15577,
11,5,8,10,1775,1505,15248,
11,5,9,10,1786,1528,14046,
